tract_geoid,majority_race,poverty_cat,community,communityok,aggregate_avg,public_avg,mission_avg,small_biz_avg,nonres_avg,SF_avg,MF_avg,aggregate_pct,public_pct,mission_pct,small_biz_pct,nonres_pct,SF_pct,MF_pct
17031120100,white,0 to 11 percent,FOREST GLEN,Forest Glen,18923.84616,0,11.40563976,6376.188664,1554.658401,18249.4218,3350.08808,72,9,7,71,10,72,62
17031120200,white,0 to 11 percent,FOREST GLEN,Forest Glen,22214.72931,0,224.2830941,598.2173485,6638.293992,16786.01951,986.8394398,76,9,53,4,46,70,27
17031120300,white,0 to 11 percent,FOREST GLEN,Forest Glen,20196.92538,27.25573778,73.71057537,6163.225666,1363.454038,18139.07614,6522.020943,73,50,27,68,8,72,82
17031120400,white,0 to 11 percent,FOREST GLEN,Forest Glen,20454.27521,7.941754959,48.88350525,6370.421321,23131.46466,12706.20008,0,74,35,19,70,85,64,1
17031130100,white,12 to 20 percent,NORTH PARK,North Park,19337.91246,46.23549384,151.9445747,7241.783614,11637.17882,10678.38323,0,72,59,43,79,67,57,1
17031130200,white,0 to 11 percent,NORTH PARK,North Park,35563.12424,868.1783479,247.6567178,5832.500744,7723.261326,13165.75804,0,86,90,56,64,52,65,1
17031130300,no racial majority,21 to 31 percent,NORTH PARK,North Park,7433.044824,10.95500473,15.3642862,5745.808251,3893.427146,9381.187598,2471.489101,34,38,9,62,28,52,51
17031140100,no racial majority,12 to 20 percent,ALBANY PARK,Albany Park,10469.51469,15.39559616,436.2552179,5227.562967,14140.301,10958.77531,6332.826351,49,41,71,57,72,59,81
17031140200,no racial majority,21 to 31 percent,ALBANY PARK,Albany Park,10457.96887,794.563033,376.6365005,6129.075141,3425.082722,12662.68719,5492.245783,49,89,68,67,24,64,77
17031140301,Latine,21 to 31 percent,ALBANY PARK,Albany Park,9924.143914,48.00832123,95.67512331,3330.734256,18265.99914,10445.75797,4586.146832,45,60,32,30,79,56,72
17031140302,no racial majority,12 to 20 percent,ALBANY PARK,Albany Park,6918.239134,47.0539018,33.62342415,2037.263938,2383.866994,10317.13497,2944.482989,32,59,15,15,16,55,57
17031140400,no racial majority,0 to 11 percent,ALBANY PARK,Albany Park,14614.60965,165.6375287,171.9417047,5691.760425,10848.86049,10360.31065,1512.138735,63,76,46,61,65,56,37
17031140500,no racial majority,0 to 11 percent,ALBANY PARK,Albany Park,9617.272888,27.99727342,139.2645012,10166.63097,4760.396869,10083.92109,5143.726249,44,51,40,91,35,54,75
17031140601,no racial majority,12 to 20 percent,ALBANY PARK,Albany Park,10207.77458,15.05546187,94.58166802,9642.490153,13927.00664,12357.9685,1359.927773,47,41,32,89,71,63,34
17031140602,Latine,21 to 31 percent,ALBANY PARK,Albany Park,7633.785214,0,84.21159099,1806.315345,5494.269866,13434.89291,5893.773847,36,9,30,14,41,66,79
17031140701,no racial majority,12 to 20 percent,ALBANY PARK,Albany Park,12074.55386,292.8786403,131.3319158,7589.011473,9752.827326,16609.65473,4896.874986,55,82,39,81,61,70,74
17031140702,Latine,12 to 20 percent,ALBANY PARK,Albany Park,7676.536908,14.69312132,84.18895136,4937.866953,3894.670746,16034.88835,2737.661676,36,40,30,52,28,69,55
17031140800,no racial majority,12 to 20 percent,ALBANY PARK,Albany Park,14742.08163,38.63154378,67.1307884,5822.686421,8960.057197,20346.17132,5183.246033,63,56,24,63,58,76,75
17031150200,white,12 to 20 percent,PORTAGE PARK,Portage Park,10772.53869,155.4502851,39.87234174,1349.081207,6391.237243,11844.74487,4535.374768,50,75,17,9,44,61,71
17031150300,white,0 to 11 percent,PORTAGE PARK,Portage Park,10742.70936,16.87708303,56.1696137,5117.829524,7126.053139,12216.41029,1766.345251,50,43,22,55,49,63,40
17031150401,white,0 to 11 percent,PORTAGE PARK,Portage Park,7784.742681,1.184882034,25.23420997,3529.557699,486.6480369,11934.96049,1129.340666,37,24,12,33,3,62,30
17031150402,white,0 to 11 percent,PORTAGE PARK,Portage Park,10287.08865,84.57316214,30.78623529,4027.716687,2269.318102,11832.26305,3408.746096,48,68,14,40,15,61,62
17031150501,white,0 to 11 percent,PORTAGE PARK,Portage Park,8771.314027,0,182.637879,4796.356783,2598.017132,10194.39331,2007.424054,41,9,47,50,18,55,44
17031150502,white,0 to 11 percent,PORTAGE PARK,Portage Park,8987.559124,59.32994524,92.08940916,3730.482072,5377.961666,10531.97434,3588.456194,42,62,32,36,40,57,64
17031150600,no racial majority,0 to 11 percent,PORTAGE PARK,Portage Park,11919.59164,0,43.60029774,4180.801905,9397.795337,11413.61077,3871.184213,54,9,18,42,60,60,66
17031150700,no racial majority,12 to 20 percent,PORTAGE PARK,Portage Park,12555.76501,426.2605931,123.59114,5167.593336,23440.13271,9939.584007,6985.884367,57,85,37,56,85,54,85
17031150800,no racial majority,0 to 11 percent,PORTAGE PARK,Portage Park,11917.3108,207.6738918,50.66658028,4755.306626,8184.530265,12219.79896,7283.419813,54,78,20,50,54,63,85
17031151001,Latine,0 to 11 percent,PORTAGE PARK,Portage Park,6212.497192,48.21405773,79.3263818,6521.499833,2178.915214,10395.97296,2414.352263,27,60,28,72,15,56,50
17031151002,Latine,0 to 11 percent,PORTAGE PARK,Portage Park,10953.16969,2.14742093,456.2981368,5055.061715,4999.697791,11912.80457,4578.137867,51,26,72,54,37,61,71
17031151100,Latine,12 to 20 percent,PORTAGE PARK,Portage Park,10354.6619,102.9252681,22.08543853,5595.106344,14555.39478,11637.80295,3417.035119,48,70,11,60,73,60,62
17031151200,no racial majority,0 to 11 percent,PORTAGE PARK,Portage Park,11551.33658,66.08122121,12.71273521,3190.600934,2640.992757,9505.90431,1324.679367,53,64,8,28,19,53,33
17031160100,no racial majority,0 to 11 percent,IRVING PARK,Irving Park,12541.03049,8.764474632,13.67567735,6864.090017,7272.12877,14141.15503,2734.54099,57,36,8,75,50,67,55
17031160200,white,0 to 11 percent,IRVING PARK,Irving Park,28952.88916,151.7568948,105.8105306,14854.20723,6132.824945,20678.76044,6740.873336,82,75,34,98,43,76,84
17031160300,white,0 to 11 percent,IRVING PARK,Irving Park,10579.84546,3.723014929,40.22021971,11551.94157,8420.024226,11658.19452,3641.429686,50,29,17,94,55,60,65
17031160400,no racial majority,12 to 20 percent,IRVING PARK,Irving Park,14914.52377,17.94483043,487.3892836,6311.105532,3601.332316,18255.12672,6234.938726,64,43,74,69,25,72,81
17031160501,Latine,0 to 11 percent,IRVING PARK,Irving Park,14971.40638,330.6142717,278.9065305,6759.470208,36791.37067,18872.82208,2779.933559,64,83,60,74,93,74,55
17031160502,Latine,12 to 20 percent,IRVING PARK,Irving Park,12214.2216,825.8779314,119.9599295,10613.1723,8799.31658,17701.47267,5205.198104,56,90,37,92,57,72,75
17031160601,no racial majority,0 to 11 percent,IRVING PARK,Irving Park,13337.25105,20.7923981,109.9212893,8475.418466,6063.923572,21007.21136,2454.23839,59,45,35,86,43,77,50
17031160602,no racial majority,0 to 11 percent,IRVING PARK,Irving Park,14840.28278,153.0560287,144.306556,5989.35388,18672.30497,23873.54173,1742.680368,63,75,41,66,80,79,40
17031160700,no racial majority,0 to 11 percent,IRVING PARK,Irving Park,15771.84792,30.77644233,528.4127206,5365.760787,5895.807242,20666.48109,4899.212858,66,53,75,57,42,76,74
17031160800,Latine,0 to 11 percent,IRVING PARK,Irving Park,11840.28672,0,102.606564,6369.531163,7177.657209,15956.49242,6964.204638,54,9,33,70,49,69,84
17031160900,white,12 to 20 percent,IRVING PARK,Irving Park,18008.51944,457.0448478,171.5350243,4154.154383,5365.126212,21320.5859,3867.998933,71,85,46,42,40,77,66
17031161000,white,0 to 11 percent,IRVING PARK,Irving Park,26055.78652,0,1010.320608,7857.410002,19216.47519,21833.12836,6419.855487,79,10,88,83,81,77,82
17031161100,white,0 to 11 percent,IRVING PARK,Irving Park,25835.84643,100.0746355,735.0566667,4506.725169,3626.588144,28313.51209,1842.840904,79,70,84,46,25,82,42
17031161200,Latine,0 to 11 percent,IRVING PARK,Irving Park,15815.52987,13.33360888,83.29430019,5121.791627,9473.973926,11147.30404,508.3098603,67,39,29,55,60,59,19
17031161300,Latine,0 to 11 percent,IRVING PARK,Irving Park,15688.29997,22.41362478,67.64143868,4509.544301,12298.2877,13753.14716,6693.312187,66,46,25,47,68,66,83
17031170100,white,0 to 11 percent,DUNNING,Dunning,11391.91732,2049.009673,1.118469077,3587.941995,2020.306852,7120.680307,0,52,95,2,34,13,41,1
17031170200,white,0 to 11 percent,DUNNING,Dunning,8223.362728,0,17.86473647,1976.547097,3919.591896,8898.133037,3531.432292,39,10,9,15,28,49,63
17031170300,white,0 to 11 percent,DUNNING,Dunning,25506.47071,0,168.2045754,4407.740439,26672.33875,10573.37765,1355.819186,79,10,45,45,88,57,34
17031170400,white,12 to 20 percent,DUNNING,Dunning,10497.83569,0.110884451,44.7727203,6057.091041,3073.138147,11234.75156,3099.719078,49,20,18,67,22,59,59
17031170500,white,0 to 11 percent,DUNNING,Dunning,8132.597087,0,2.529191459,6054.997451,2388.405759,9497.050757,796.9503894,39,10,3,67,16,53,24
17031170600,white,0 to 11 percent,DUNNING,Dunning,7270.924051,0,23.95617586,2655.571777,1383.797617,8590.501564,724.0392623,33,10,12,23,8,48,22
17031170700,white,0 to 11 percent,DUNNING,Dunning,7757.64436,0,42.2427287,4903.131779,563.6498419,9061.332138,832.2098802,36,10,17,51,4,50,24
17031170800,white,0 to 11 percent,DUNNING,Dunning,9125.504752,0.464010229,83.93063385,4072.576496,1880.389469,10193.60294,1067.710373,42,22,30,40,12,55,29
17031170900,no racial majority,0 to 11 percent,DUNNING,Dunning,8891.900234,0,29.24627207,5165.579739,2761.355861,10894.28537,2111.286132,41,10,14,56,20,58,45
17031171000,white,0 to 11 percent,DUNNING,Dunning,10538.82377,0,3.726178495,5297.884017,5297.221328,10626.61134,1008.705644,50,10,4,57,39,57,28
17031171100,no racial majority,0 to 11 percent,DUNNING,Dunning,9396.794144,180.7783757,86.07919467,4662.101354,2650.763114,10688.53592,1490.22805,43,77,31,48,19,57,36
17031180100,no racial majority,12 to 20 percent,MONTCLARE,Montclare,9475.28013,3.722712861,134.8507412,2525.703455,3021.919228,9674.216865,5267.502679,43,29,39,21,22,53,76
17031190100,Latine,12 to 20 percent,BELMONT CRAGIN,Belmont Cragin,28528.26781,58.65585165,69.17383624,7438.111341,6607.874229,9734.032566,2966.016446,82,62,25,80,45,54,57
17031190200,Latine,12 to 20 percent,BELMONT CRAGIN,Belmont Cragin,9942.821431,725.8606991,48.20342424,4804.200154,14470.6593,8587.116086,5452.353865,46,89,19,51,73,48,76
17031190300,Latine,12 to 20 percent,BELMONT CRAGIN,Belmont Cragin,7222.87831,12.88376233,129.1334515,3831.17183,3022.092667,9419.15435,3578.915865,33,39,38,37,22,52,64
17031190401,Latine,12 to 20 percent,BELMONT CRAGIN,Belmont Cragin,9619.07449,7.854577646,609.886427,4415.898656,6894.049654,10397.00066,1800.456978,44,35,80,45,48,56,41
17031190402,Latine,0 to 11 percent,BELMONT CRAGIN,Belmont Cragin,8724.958676,18.43388879,33.39618456,5895.333783,9184.295694,8092.731396,3535.440538,41,44,15,65,58,46,63
17031190601,Latine,12 to 20 percent,BELMONT CRAGIN,Belmont Cragin,8032.186289,811.5013368,39.03096892,4773.303919,38024.03552,7769.434637,3512.493492,38,90,16,50,93,44,63
17031190602,Latine,12 to 20 percent,BELMONT CRAGIN,Belmont Cragin,8261.952891,12.13140085,32.74736736,1002.366612,6393.869849,7318.129766,2916.450761,40,38,15,6,44,42,57
17031190701,Latine,12 to 20 percent,BELMONT CRAGIN,Belmont Cragin,6705.988902,0,123.8176502,3282.859226,3664.455539,8524.100121,14263.35815,30,11,37,29,26,48,97
17031190702,Latine,21 to 31 percent,BELMONT CRAGIN,Belmont Cragin,3949.394625,0,67.87349026,5524.218112,3860.279629,7779.301708,1680.903965,14,11,25,60,28,44,39
17031190800,Latine,12 to 20 percent,BELMONT CRAGIN,Belmont Cragin,7860.839748,8.452259837,58.56659108,8442.615501,6674.272565,8679.273804,5694.530917,37,36,23,86,46,49,78
17031190900,Latine,12 to 20 percent,BELMONT CRAGIN,Belmont Cragin,9992.230344,657.6220308,75.33004924,13211.42653,14372.32884,7808.825518,1987.9022,46,88,27,96,72,44,44
17031191000,Latine,12 to 20 percent,BELMONT CRAGIN,Belmont Cragin,7342.496814,18.17837782,49.73216466,5912.657792,3065.087295,4163.467487,2136.524732,34,44,19,65,22,20,46
17031191100,Latine,12 to 20 percent,BELMONT CRAGIN,Belmont Cragin,9710.822146,166.9713856,523.479495,6251.33868,8320.872806,5989.133628,9242.163744,44,76,75,69,54,35,92
17031191200,Latine,21 to 31 percent,BELMONT CRAGIN,Belmont Cragin,26329.93368,1867.831491,1951.048499,4503.368757,49292.49156,8103.699682,3758.527053,80,94,94,46,95,46,66
17031191301,Latine,12 to 20 percent,BELMONT CRAGIN,Belmont Cragin,11765.14337,5.651109505,29.05072926,3659.176601,27181.75264,6808.087584,1282.83389,53,32,14,34,88,40,32
17031191302,Latine,0 to 11 percent,BELMONT CRAGIN,Belmont Cragin,12677.1273,82.74746131,4186.523095,4527.77792,11065.57649,7114.48369,1325.159135,57,68,99,47,65,41,33
17031200100,Latine,0 to 11 percent,HERMOSA,Hermosa,11809.83711,4.762024716,570.4025185,6089.811033,26930.1998,8178.540554,6197.487135,53,31,78,67,88,47,80
17031200200,Latine,12 to 20 percent,HERMOSA,Hermosa,7672.353999,17.15919006,53.58105711,5108.445515,3671.778696,6554.989497,7893.909175,36,43,21,55,26,38,87
17031200300,Latine,21 to 31 percent,HERMOSA,Hermosa,11041.72782,25.49506855,13.18660025,10417.26609,13591.18721,7909.563275,7788.048263,51,48,8,92,71,45,87
17031200401,Latine,21 to 31 percent,HERMOSA,Hermosa,4111.295538,80.0384883,128.4445545,2036.850261,463.7973016,6401.608889,2369.800582,15,67,38,15,3,37,50
17031200402,Latine,12 to 20 percent,HERMOSA,Hermosa,6012.257772,123.4237733,365.7963493,5492.361006,4928.231801,6560.141174,4375.724884,26,72,68,59,36,38,71
17031210100,no racial majority,0 to 11 percent,AVONDALE,Avondale,54379.37817,859.6574397,166.0227184,7895.894862,16540.92305,32579.39499,11811.76497,95,90,45,83,75,85,96
17031210400,Latine,21 to 31 percent,AVONDALE,Avondale,22613.89584,1506.764643,1033.02927,13108.96414,27843.18524,11262.99395,1522.172471,76,93,89,96,89,59,37
17031210501,Latine,21 to 31 percent,AVONDALE,Avondale,13072.70779,562.9143624,95.64305282,3720.489631,5187.91657,18598.56057,2840.46508,58,87,32,35,38,73,56
17031210502,Latine,21 to 31 percent,AVONDALE,Avondale,7591.073258,0,353.4361219,7871.890803,1234.078199,17601.99333,4273.725408,35,11,67,83,7,72,70
17031210601,Latine,12 to 20 percent,AVONDALE,Avondale,11203.99457,0,106.4801917,8618.739516,2485.848862,15707.693,7062.352824,52,11,34,87,17,69,85
17031210602,Latine,0 to 11 percent,AVONDALE,Avondale,11975.60025,211.7220249,503.5621154,7055.580225,3588.933483,20236.80013,1263.650404,55,79,74,77,25,75,32
17031210700,Latine,21 to 31 percent,AVONDALE,Avondale,19168.83646,0,69.37485495,2425.258186,31306.56516,18566.81268,10473.5619,72,11,25,20,90,73,94
17031210800,Latine,0 to 11 percent,AVONDALE,Avondale,24735.44325,0,183.5596071,10916.24044,16107.68958,19831.29447,19081.71418,78,11,48,93,75,75,99
17031210900,white,0 to 11 percent,AVONDALE,Avondale,53298.63082,192.5420702,646.6514323,6182.337544,77121.88392,27185.93756,4651.276343,94,77,81,68,96,82,72
17031220300,white,0 to 11 percent,LOGAN SQUARE,Logan Square,28645.40371,6.295434435,303.7541049,16118.85223,81944.43979,33095.59967,11600.43937,82,33,62,99,97,85,96
17031220400,white,0 to 11 percent,LOGAN SQUARE,Logan Square,16655.62219,27.44467481,583.9343241,7754.063098,16348.45272,19499.55696,5963.135592,69,50,79,82,75,75,80
17031220500,white,0 to 11 percent,LOGAN SQUARE,Logan Square,20188.30675,1133.995874,577.4342322,5936.975632,4434.648717,27467.48317,5766.78884,73,92,78,65,32,82,78
17031220601,white,12 to 20 percent,LOGAN SQUARE,Logan Square,13071.97829,0,241.7893525,2963.208292,10394.56088,17038.3806,8414.209459,58,11,56,26,63,71,89
17031220602,white,12 to 20 percent,LOGAN SQUARE,Logan Square,21601.30836,2365.831285,163.0697431,4360.7019,29517.51141,22528.28797,8992.99082,75,96,44,44,89,78,91
17031220701,Latine,12 to 20 percent,LOGAN SQUARE,Logan Square,7653.333835,3.836371417,88.13087843,7325.850765,4105.926305,13775.7512,4290.15971,36,29,31,80,29,66,70
17031220702,Latine,21 to 31 percent,LOGAN SQUARE,Logan Square,13178.13667,121.0650197,239.4555433,9015.701355,6716.360682,18644.68919,2898.789147,58,72,55,88,47,74,56
17031220901,Latine,21 to 31 percent,LOGAN SQUARE,Logan Square,7475.573507,39.70388818,333.9001373,1682.779173,5146.281596,13469.86103,5437.960529,35,57,65,12,38,66,76
17031220902,Latine,12 to 20 percent,LOGAN SQUARE,Logan Square,8392.886064,53.42455828,469.0241134,6426.020318,3161.066581,12688.11395,9141.145014,40,60,73,71,23,64,91
17031221000,Latine,21 to 31 percent,LOGAN SQUARE,Logan Square,9512.070116,964.9364381,320.8503395,12142.57192,6928.687024,17101.58447,2498.050558,43,91,64,95,48,71,51
17031221100,no racial majority,12 to 20 percent,LOGAN SQUARE,Logan Square,11150.10512,44.86065476,132.9077281,11530.35917,5839.509638,23483.60714,3692.023352,51,58,39,94,41,79,65
17031221200,white,0 to 11 percent,LOGAN SQUARE,Logan Square,17963.68234,361.8627818,233.7854571,10106.42329,4686.74799,32074.4923,6583.155217,70,84,54,91,34,85,83
17031221300,no racial majority,21 to 31 percent,LOGAN SQUARE,Logan Square,24879.01205,256.9316958,2589.072494,9883.225482,6487.580824,54161.59656,5613.90589,78,80,96,90,45,94,77
17031221400,no racial majority,0 to 11 percent,LOGAN SQUARE,Logan Square,20010.89514,562.7557483,350.9554958,6123.885664,5143.455083,36053.16919,5592.52959,73,87,67,67,38,87,77
17031221500,white,12 to 20 percent,LOGAN SQUARE,Logan Square,22477.53646,0,236.6951212,5422.52374,11962.751,39756.96259,13623.27281,76,11,55,59,67,88,97
17031221600,white,0 to 11 percent,LOGAN SQUARE,Logan Square,29277.27312,0,605.4188796,9494.546692,2463.288564,49056.80801,7305.887416,83,12,79,89,17,92,86
17031222200,white,0 to 11 percent,LOGAN SQUARE,Logan Square,42679.5436,0,200.599375,7350.336983,17074.87731,55945.71709,9632.551697,90,12,50,80,77,95,93
17031222500,no racial majority,21 to 31 percent,LOGAN SQUARE,Logan Square,17454.65839,0,83.57844212,4482.184515,18608.89518,31827.67432,4646.134407,70,12,30,46,80,84,72
17031222600,white,12 to 20 percent,LOGAN SQUARE,Logan Square,14916.9555,0,185.1810159,15253.76714,16352.99782,31000.96392,4226.039154,64,12,48,98,75,84,70
17031222700,Latine,12 to 20 percent,LOGAN SQUARE,Logan Square,17720.4989,1463.9492,275.2734172,5401.780929,25661.80603,25426.67489,2869.347648,70,93,59,58,87,80,56
17031222800,Latine,12 to 20 percent,LOGAN SQUARE,Logan Square,10201.72554,0,537.7079207,21358.79686,1687.66163,24466.17903,6263.679474,47,12,75,100,11,80,81
17031222900,Latine,0 to 11 percent,LOGAN SQUARE,Logan Square,17748.94449,0.830696097,568.8108363,11897.54402,15339.38824,16316.15154,2141.165883,70,23,78,94,74,70,46
17031230100,Latine,12 to 20 percent,HUMBOLDT PARK,Humboldt Park,13661.26276,1177.857192,272.2533747,4358.940334,7771.683172,35860.31843,6007.677183,61,92,58,44,52,87,80
17031230200,Latine,12 to 20 percent,HUMBOLDT PARK,Humboldt Park,11509.31729,16.16147672,559.4719319,4227.608659,8542.717873,16936.19267,10851.72718,53,43,77,43,56,71,95
17031230300,Latine,12 to 20 percent,HUMBOLDT PARK,Humboldt Park,8076.756155,0,1471.244982,10626.59928,10374.78717,15119.47359,0,38,12,92,92,63,68,1
17031230400,Latine,12 to 20 percent,HUMBOLDT PARK,Humboldt Park,23665.15893,30.27411947,242.77623,5320.759194,57105.79519,12326.53587,4878.6332,77,53,56,57,96,63,73
17031230500,Latine,Over 31%,HUMBOLDT PARK,Humboldt Park,6365.396407,55.2219872,179.428248,3399.512454,4578.399742,6060.743471,3634.222031,28,61,47,31,33,35,64
17031230600,Latine,21 to 31 percent,HUMBOLDT PARK,Humboldt Park,10176.80532,67.97825678,683.3045857,4729.2168,10617.88545,6481.535424,5372.953403,47,64,82,49,64,37,76
17031230700,Latine,21 to 31 percent,HUMBOLDT PARK,Humboldt Park,6568.553642,237.8639736,290.7463204,12337.76429,10123.15665,6205.649493,1828.685295,30,80,61,95,62,36,41
17031230800,Latine,12 to 20 percent,HUMBOLDT PARK,Humboldt Park,19821.64724,344.3668368,5696.472139,6585.373198,16157.71481,8401.636568,0,73,83,100,72,75,47,2
17031230900,Latine,21 to 31 percent,HUMBOLDT PARK,Humboldt Park,5724.106078,8.988967036,234.9979802,5872.172876,2497.700507,10457.99237,5312.930971,24,36,55,64,17,57,76
17031231100,Black,21 to 31 percent,HUMBOLDT PARK,Humboldt Park,4609.091003,315.0706923,386.9006432,15988.82193,4509.691884,5442.211636,#¡NUM!,18,82,69,98,33,30,
17031231200,Black,21 to 31 percent,HUMBOLDT PARK,Humboldt Park,3475.299303,66.1282318,350.6977662,3032.319602,1857.714107,5690.437391,1910.685321,11,64,67,27,12,33,43
17031231500,Black,Over 31%,HUMBOLDT PARK,Humboldt Park,4663.698951,311.728658,1269.598174,779.7245371,1072.539384,4602.610482,1633.696816,18,82,91,5,6,23,38
17031240200,white,0 to 11 percent,WEST TOWN,West Town,41301.63881,0,578.3415653,12265.27543,31429.16251,56531.98892,10002.93463,90,12,78,95,91,95,94
17031240300,white,0 to 11 percent,WEST TOWN,West Town,82185.45325,0,1572.479842,7582.56409,30885.20649,63961.99982,21267.3614,98,12,93,81,90,98,100
17031240500,white,0 to 11 percent,WEST TOWN,West Town,51774.34904,0,46.50736262,10700.33758,16805.53399,51628.73951,5929.690999,94,13,19,93,76,93,79
17031240600,white,12 to 20 percent,WEST TOWN,West Town,48243.01779,2470.97677,1357.125073,9508.486096,29133.39265,50144.46729,23435.43152,93,96,91,89,89,93,100
17031240700,Latine,12 to 20 percent,WEST TOWN,West Town,18434.74509,1499.637665,549.9458498,6042.052626,1437.326547,36221.52829,4852.823658,71,93,76,66,9,87,73
17031240800,no racial majority,21 to 31 percent,WEST TOWN,West Town,48990.26573,1408.996599,216.4495305,3682.043184,129568.5788,34946.16438,15447.76317,93,93,51,35,99,86,98
17031240900,no racial majority,21 to 31 percent,WEST TOWN,West Town,10411.3916,539.5519182,305.0535357,2984.297687,551.8001926,19392.30658,4083.104114,48,86,63,26,3,75,68
17031241000,no racial majority,12 to 20 percent,WEST TOWN,West Town,24899.07248,3024.151514,2705.891802,5444.883705,6122.123047,34734.91744,10455.13279,78,97,97,59,43,86,94
17031241100,no racial majority,21 to 31 percent,WEST TOWN,West Town,15256.27028,192.6513845,797.6889932,6895.313038,3455.195484,40356.99582,6573.927783,65,77,85,76,24,88,83
17031241200,white,0 to 11 percent,WEST TOWN,West Town,40376.70335,23.02307136,2559.280308,4275.363762,13061.94129,51954.37543,4814.005681,89,47,96,43,70,93,73
17031241300,white,0 to 11 percent,WEST TOWN,West Town,29662.7686,0,339.8107579,7372.794765,6777.566028,51074.32258,14088.43966,83,13,66,80,47,93,97
17031241400,white,0 to 11 percent,WEST TOWN,West Town,37255.4435,4.44291648,692.2989664,7604.678695,13102.93897,52942.9735,8060.579237,87,30,83,81,70,94,88
17031241500,white,0 to 11 percent,WEST TOWN,West Town,38802.38083,78.79274622,543.2751738,6804.833257,6735.428418,63815.27966,8898.00785,88,67,76,74,47,98,90
17031241600,white,0 to 11 percent,WEST TOWN,West Town,26059.81823,12.61195534,229.2672929,8517.822342,20545.22825,45565.7562,9623.417317,80,39,53,86,82,91,93
17031242000,white,12 to 20 percent,WEST TOWN,West Town,23416.89648,6.38262953,988.7830487,6770.160447,5768.176506,68462.88311,3243.462325,76,33,88,74,41,100,61
17031242100,white,0 to 11 percent,WEST TOWN,West Town,41652.97887,123.3101801,978.0525703,9015.053167,14115.70053,60287.75963,11208.22209,90,72,87,88,72,96,95
17031242200,white,0 to 11 percent,WEST TOWN,West Town,34618.11431,0,708.1581143,7705.686841,8560.45172,66610.59265,16004.91935,86,13,83,82,56,99,98
17031242300,white,0 to 11 percent,WEST TOWN,West Town,28924.84285,0,1521.408542,5427.593502,12819.59138,47581.23796,6344.757755,82,13,92,59,69,92,81
17031242400,white,0 to 11 percent,WEST TOWN,West Town,16140.23674,2.869736817,98.22890376,7653.533946,1393.79509,25998.63292,9714.759457,67,27,33,82,9,81,93
17031242500,white,12 to 20 percent,WEST TOWN,West Town,16310.90782,6.715208891,144.4197689,9752.541119,4859.132382,37392.29001,7677.273732,68,34,41,90,35,87,86
17031242600,white,12 to 20 percent,WEST TOWN,West Town,13384.01283,13.37465389,289.1476065,8249.566438,4967.661481,31873.35849,5635.345819,60,40,61,85,36,85,77
17031242700,no racial majority,21 to 31 percent,WEST TOWN,West Town,18665.26343,2.761918565,229.141776,7133.156952,36490.84768,40973.08069,4162.516388,71,27,53,78,92,89,69
17031242800,white,0 to 11 percent,WEST TOWN,West Town,28805.42135,1876.523168,541.4019997,6302.20349,4355.991861,30257.1835,7789.258907,82,94,75,69,31,84,87
17031242900,white,0 to 11 percent,WEST TOWN,West Town,37652.99767,33.35167635,468.39058,3286.848233,9033.765252,52202.29357,20501.9021,87,54,73,29,58,94,100
17031243000,white,0 to 11 percent,WEST TOWN,West Town,38836.13457,0,24.68697742,3917.967277,12391.34444,52851.27127,10678.91438,88,13,12,38,68,94,95
17031243100,white,0 to 11 percent,WEST TOWN,West Town,47953.14935,0,504.4755731,6281.818793,10491.42108,53749.71476,17488.58809,93,13,74,69,63,94,99
17031243200,white,0 to 11 percent,WEST TOWN,West Town,50754.78068,1349.710233,291.4114409,5770.200664,10727.28501,68241.43106,7937.032309,94,93,61,62,64,99,87
17031243300,white,0 to 11 percent,WEST TOWN,West Town,34938.15625,23.52982306,545.7919901,8507.898642,1007.719527,53898.87603,8898.997382,86,47,76,86,5,94,91
17031243400,white,0 to 11 percent,WEST TOWN,West Town,25629.59618,8.943308563,563.196867,5566.553354,7438.061576,34357.91932,4817.001068,79,36,77,60,50,86,73
17031243500,white,0 to 11 percent,WEST TOWN,West Town,54551.63016,31.51083369,435.0821975,7100.533935,9993.852406,46883.64502,8049.765783,95,54,71,77,62,91,88
17031250200,Latine,12 to 20 percent,AUSTIN,Austin,37075.21156,20.39608368,328.5724625,6268.215093,91503.489,5356.585702,878.0437984,87,45,65,69,97,30,25
17031250300,Black,21 to 31 percent,AUSTIN,Austin,6589.395544,55.2408058,404.2355767,2265.236845,7776.443443,8779.389629,9155.136392,30,61,69,18,52,49,91
17031250400,Black,21 to 31 percent,AUSTIN,Austin,9720.736824,74.75685062,91.64869571,3609.192481,6987.318531,7883.539047,2460.19407,45,66,31,34,49,44,51
17031250500,no racial majority,0 to 11 percent,AUSTIN,Austin,48834.26809,28.28525697,37.28727575,6370.848683,66227.39949,9255.888127,181.1135855,93,51,16,70,96,51,14
17031250600,Black,12 to 20 percent,AUSTIN,Austin,13416.58161,77.62177797,267.9106446,6077.215638,70449.65122,4867.816729,2737.380875,60,66,58,67,96,26,55
17031250700,Black,21 to 31 percent,AUSTIN,Austin,9728.638085,23.84049697,149.7144816,9966.939567,106624.2252,5545.184409,3016.645408,45,48,42,91,98,32,58
